customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02690,Female,0,No,Yes,21,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),94.24,4,No
CUST02691,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,Yes,Two year,Yes,Electronic check,94.24, ,No
CUST02692,Female,1,Yes,Yes,19,No,No phone service,DSL,Yes,Yes,No,No internet service,No,Yes,One year,No,Electronic check,94.24,8,Yes
CUST02693,Female,0,Yes,Yes,9,No,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,One year,No,Electronic check,94.24,4,No
CUST02694,Female,0,Yes,Yes,34,No,Yes,DSL,Yes,No internet service,No,No internet service,No,No,Two year,Yes,Electronic check,94.24,5,No
CUST02695,Female,0,No,Yes,25,No,No phone service,No,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),94.24,7,No
CUST02696,Female,0,Yes,Yes,70,Yes,No phone service,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,94.24,,Yes
CUST02697,Female,0,No,No,36,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),94.24,7,No
CUST02698,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,7,Yes
CUST02699,Female,0,No,No,4,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,94.24,4,No
CUST02700,Male,0,No,No,43,No,No,No,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.24,7,No
CUST02701,Male,0,No,Yes,66,No,No,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,7,No
CUST02702,Female,0,Yes,No,71,No,No phone service,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,94.24,.,Yes
CUST02703,Male,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.24,4,No
CUST02704,Female,0,Yes,No,35,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.24,7,No
CUST02705,Female,1,No,No,25,No,Yes,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),94.24,4,No
CUST02706,Male,0,Yes,Yes,44,Yes,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,Yes,One year,No,Mailed check,94.24,.,No
CUST02707,Female,0,No,No,60,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Electronic check,94.24,8,No
CUST02708,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),94.24,8,Yes
CUST02709,Female,0,No,No,3,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,94.24,5,No
CUST02710,Female,0,No,No,57,No,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,4,Yes
CUST02711,Male,0,Yes,No,25,Yes,No,DSL,No,No,No internet service,No internet service,No internet service,Yes,One year,No,Credit card (automatic),94.24,4,No
CUST02712,Female,0,No,No,28,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST02713,Female,1,Yes,No,8,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),94.24,5,No
CUST02714,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,94.24, ,No
CUST02715,Male,0,Yes,Yes,3,No,No,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Bank transfer (automatic),94.24,4,No
CUST02716,Female,0,No,No,58,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,94.24,8,No
CUST02717,Male,0,No,Yes,36,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),94.24,7,Yes
CUST02718,Male,0,No,Yes,12,No,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,94.24,,No
CUST02719,Female,0,No,No,19,No,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,94.24,8,No
CUST02720,Female,0,Yes,No,16,No,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),94.24,8,No
CUST02721,Male,0,No,Yes,50,No,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),94.24,7,No
CUST02722,Female,0,Yes,Yes,54,No,No phone service,DSL,No,No internet service,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),94.24,7,Yes
CUST02723,Male,0,Yes,Yes,32,No,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,8,Yes
CUST02724,Male,0,No,No,20,Yes,Yes,No,No,No internet service,No internet service,No,No,No,One year,No,Mailed check,94.24, ,Yes
CUST02725,Female,0,No,No,21,Yes,No phone service,No,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,7,No
CUST02726,Female,0,Yes,No,24,No,No phone service,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,7,Yes
CUST02727,Male,0,No,Yes,66,Yes,No phone service,No,Yes,No,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.24,7,No
CUST02728,Male,0,Yes,No,11,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,8,No
CUST02729,Male,1,No,No,14,Yes,No,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,94.24,8,Yes
CUST02730,Male,0,No,No,1,Yes,No,No,No,No,No internet service,Yes,No,No internet service,One year,Yes,Electronic check,94.24,7,No
CUST02731,Female,0,Yes,No,3,Yes,Yes,No,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,94.24,5,Yes
CUST02732,Female,0,Yes,Yes,44,No,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,94.24,5,No
CUST02733,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Electronic check,94.24,8,No
CUST02734,Female,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),94.24,4,Yes
CUST02735,Female,1,No,Yes,31,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,94.24,8,No
CUST02736,Male,0,No,No,21,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,94.24,.,No
CUST02737,Female,1,Yes,Yes,54,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,One year,No,Electronic check,94.24,4,No
CUST02738,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.24,4,No
CUST02739,Female,0,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,94.24,8,No
CUST02740,Female,0,Yes,Yes,50,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,94.24,4,No
CUST02741,Female,0,No,No,7,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.24,8,No
CUST02742,Male,0,Yes,Yes,60,No,No phone service,No,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST02743,Male,1,No,Yes,9,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Electronic check,94.24,8,No
CUST02744,Male,0,No,No,18,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,94.24,5,No
CUST02745,Female,1,No,Yes,13,No,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,94.24,7,No
CUST02746,Male,0,Yes,No,66,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Credit card (automatic),94.24,7,No
CUST02747,Male,1,Yes,No,54,Yes,Yes,No,Yes,No,No,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),94.24,8,Yes
CUST02748,Female,1,No,No,60,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,Two year,No,Electronic check,94.24,.,No
CUST02749,Female,0,No,No,55,No,No phone service,No,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24,.,Yes
CUST02750,Female,0,No,Yes,62,No,No phone service,No,No internet service,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),94.24,,No
CUST02751,Male,0,No,No,10,No,No,No,No internet service,Yes,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24,.,No
CUST02752,Male,0,No,Yes,46,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.24, ,No
CUST02753,Female,1,No,No,5,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Mailed check,94.24,8,No
CUST02754,Female,0,Yes,Yes,33,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),94.24,.,No
CUST02755,Male,0,Yes,Yes,64,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,94.24,,No
CUST02756,Male,0,Yes,Yes,63,No,No,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),94.24,8,No
CUST02757,Female,1,Yes,Yes,65,No,No,DSL,No,Yes,Yes,No internet service,No,Yes,Month-to-month,No,Electronic check,94.24,8,No
CUST02758,Female,0,No,No,30,Yes,No phone service,DSL,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST02759,Male,0,No,No,61,No,No phone service,No,Yes,No,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.24,.,No
CUST02760,Female,0,No,Yes,53,No,No,No,Yes,No internet service,No,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),94.24,7,Yes
CUST02761,Male,0,Yes,Yes,7,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),94.24,7,No
CUST02762,Male,0,Yes,No,41,No,No phone service,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,8,No
CUST02763,Male,0,No,Yes,40,No,No,No,No internet service,No internet service,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),94.24,,Yes
CUST02764,Male,0,Yes,Yes,58,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.24,5,Yes
CUST02765,Female,0,Yes,No,39,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),94.24,.,No
CUST02766,Female,0,No,Yes,21,No,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST02767,Male,0,No,Yes,23,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),94.24,5,No
CUST02768,Male,0,No,No,37,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,94.24,8,No
CUST02769,Male,0,Yes,Yes,1,Yes,No,No,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,94.24,7,No
CUST02770,Male,1,No,No,40,No,No phone service,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Mailed check,94.24,.,Yes
CUST02771,Male,0,No,No,18,Yes,No,DSL,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),94.24,,Yes
CUST02772,Female,1,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,94.24, ,No
CUST02773,Female,0,Yes,No,61,Yes,Yes,DSL,Yes,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),94.24,7,No
CUST02774,Female,0,Yes,Yes,15,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),94.24,5,No
CUST02775,Female,0,No,No,21,No,Yes,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,94.24,7,No
CUST02776,Male,0,No,No,13,No,No,No,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.24,4,Yes
CUST02777,Male,0,Yes,Yes,55,No,No phone service,Fiber optic,No,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,94.24, ,No
CUST02778,Male,0,Yes,No,64,No,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24,8,No
CUST02779,Male,0,No,Yes,44,No,No,No,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,94.24,7,Yes
CUST02780,Male,0,Yes,No,53,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),94.24,.,Yes
CUST02781,Female,0,No,No,65,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Bank transfer (automatic),94.24,7,Yes
CUST02782,Male,0,No,No,45,No,No,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST02783,Female,0,Yes,No,32,No,No,No,No,No,No,No internet service,No internet service,Yes,One year,No,Mailed check,94.24,.,No
CUST02784,Female,0,No,Yes,49,No,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,8,Yes
CUST02785,Female,0,No,Yes,21,No,Yes,No,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,94.24,,No
CUST02786,Female,0,Yes,Yes,39,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Mailed check,94.24,7,No
CUST02787,Male,0,No,No,38,No,No phone service,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,One year,Yes,Credit card (automatic),94.24,4,No
CUST02788,Female,1,Yes,No,40,Yes,No phone service,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),94.24,8,No
CUST02789,Female,1,No,No,67,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,94.24,,Yes
CUST02790,Female,0,No,Yes,6,No,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),94.24,7,No
CUST02791,Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),94.24,4,No
CUST02792,Male,0,Yes,Yes,3,No,No,No,No internet service,No,No,No,No,No,Two year,No,Credit card (automatic),94.24,5,Yes
CUST02793,Male,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.24,,No
CUST02794,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,One year,No,Electronic check,94.24,,No
CUST02795,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),94.24,5,No
CUST02796,Male,0,Yes,No,72,Yes,No,No,Yes,No,No,Yes,No internet service,No,One year,No,Credit card (automatic),94.24,.,No
CUST02797,Female,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,94.24,7,No
CUST02798,Male,0,Yes,No,51,No,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,94.24,.,No
CUST02799,Male,0,No,Yes,71,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,One year,Yes,Mailed check,94.24,5,Yes
CUST02800,Female,0,Yes,Yes,20,No,Yes,DSL,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,94.24, ,No
CUST02801,Female,0,No,No,15,No,No,No,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.24,5,No
CUST02802,Female,0,No,No,50,Yes,No,DSL,No,No,Yes,No internet service,No,No,Two year,No,Electronic check,94.24,7,No
CUST02803,Female,0,Yes,No,15,No,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.24,8,No
CUST02804,Male,0,No,Yes,17,Yes,No,No,No,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,94.24,5,No
CUST02805,Male,0,No,No,46,No,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No internet service,One year,No,Bank transfer (automatic),94.24,.,No
CUST02806,Male,0,No,Yes,55,No,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,Yes,Electronic check,94.24,5,No
CUST02807,Male,1,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,94.24,5,Yes
CUST02808,Male,0,Yes,Yes,55,No,No,DSL,Yes,No internet service,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),94.24,8,Yes
CUST02809,Female,1,No,Yes,36,No,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,94.24, ,No
CUST02810,Male,0,Yes,Yes,15,No,Yes,Fiber optic,No internet service,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),94.24,4,No
CUST02811,Male,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Credit card (automatic),94.24,8,No
CUST02812,Male,0,No,Yes,59,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,5,No
CUST02813,Female,0,No,No,60,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,5,No
CUST02814,Female,0,Yes,No,10,Yes,No phone service,DSL,No internet service,Yes,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,4,Yes
CUST02815,Female,0,Yes,No,65,No,No,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.24,4,No
CUST02816,Female,0,Yes,Yes,31,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,94.24,8,No
CUST02817,Male,1,No,Yes,18,No,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,94.24,7,No
CUST02818,Male,0,Yes,No,55,No,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),94.24, ,No
CUST02819,Female,0,Yes,Yes,4,No,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),94.24,4,No
CUST02820,Female,0,Yes,Yes,2,Yes,No,No,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Credit card (automatic),94.24,8,Yes
CUST02821,Male,0,No,Yes,27,No,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),94.24,4,No
CUST02822,Male,0,No,Yes,71,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Two year,Yes,Electronic check,94.24,,No
CUST02823,Female,0,No,Yes,28,Yes,Yes,No,No,Yes,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),94.24,8,No
CUST02824,Female,1,Yes,Yes,58,No,No,No,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),94.24,.,No
CUST02825,Female,0,Yes,Yes,24,No,Yes,DSL,No,No internet service,Yes,No,Yes,Yes,One year,Yes,Mailed check,94.24, ,No
CUST02826,Female,0,No,Yes,21,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.24,8,No
CUST02827,Male,0,Yes,Yes,70,No,No,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),94.24,8,No
CUST02828,Male,1,Yes,Yes,22,No,No,Fiber optic,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,94.24, ,No
CUST02829,Male,0,Yes,Yes,69,No,No,No,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,94.24,7,No
CUST02830,Female,0,No,Yes,39,No,No,DSL,No internet service,No,No internet service,No,Yes,No,One year,No,Credit card (automatic),94.24, ,No
CUST02831,Female,0,Yes,No,13,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,94.24,5,No
CUST02832,Male,0,Yes,Yes,28,No,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No,One year,No,Credit card (automatic),94.24,5,No
CUST02833,Male,0,No,Yes,15,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,94.24,8,No
CUST02834,Male,0,Yes,No,9,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Two year,No,Credit card (automatic),94.24,8,No
CUST02835,Male,1,No,No,46,Yes,No phone service,No,No,Yes,No internet service,No internet service,Yes,No,One year,No,Mailed check,94.24,,No
CUST02836,Female,1,Yes,No,3,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),94.24,.,No
CUST02837,Male,0,No,Yes,11,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Mailed check,94.24,.,No
CUST02838,Male,0,No,Yes,41,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),94.24,8,No
CUST02839,Male,1,Yes,No,3,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),94.24,4,Yes
CUST02840,Male,1,Yes,No,5,No,No,No,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,94.24,5,Yes
CUST02841,Male,0,No,No,13,No,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),94.24,8,No
CUST02842,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,94.24,,No
CUST02843,Male,0,No,Yes,46,No,Yes,DSL,No,No,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),94.24,5,Yes
CUST02844,Female,0,Yes,No,57,No,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,No,No,One year,No,Electronic check,94.24,.,Yes
CUST02845,Female,0,Yes,Yes,64,No,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),94.24,.,Yes
CUST02846,Female,0,Yes,Yes,18,No,Yes,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,94.24,5,Yes
CUST02847,Female,0,Yes,No,56,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,94.24,4,Yes
CUST02848,Male,1,No,No,64,No,No,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,94.24,,Yes
CUST02849,Female,0,No,No,12,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),94.24,8,No
CUST02850,Female,0,Yes,Yes,7,No,No,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST02851,Male,0,Yes,Yes,17,No,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,94.24,,No
CUST02852,Male,0,Yes,Yes,34,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,94.24, ,No
CUST02853,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,No,Mailed check,94.24,8,No
CUST02854,Female,0,Yes,Yes,37,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Two year,No,Electronic check,94.24,,No
CUST02855,Male,0,No,No,65,No,Yes,No,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Electronic check,94.24,5,No
CUST02856,Female,1,No,Yes,25,No,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,94.24,7,No
CUST02857,Male,0,Yes,Yes,56,No,Yes,DSL,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,94.24,8,No
CUST02858,Male,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,No,Two year,No,Mailed check,94.24,.,No
CUST02859,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Electronic check,94.24,5,No
CUST02860,Male,0,Yes,No,6,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),94.24,8,No
CUST02861,Female,0,No,No,26,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),94.24,7,No
CUST02862,Male,1,No,Yes,10,Yes,No phone service,Fiber optic,Yes,No,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,94.24,,Yes
CUST02863,Male,0,No,Yes,7,No,Yes,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,Month-to-month,No,Mailed check,94.24,.,Yes
CUST02864,Female,0,No,No,10,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,No,Bank transfer (automatic),94.24,4,Yes
CUST02865,Male,1,Yes,Yes,29,Yes,No,No,No,No,No internet service,Yes,No,No,Two year,Yes,Credit card (automatic),94.24,8,No
CUST02866,Female,0,No,No,14,No,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),94.24,.,No
CUST02867,Female,0,No,Yes,55,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Electronic check,94.24,8,No
CUST02868,Female,0,No,Yes,34,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,One year,Yes,Credit card (automatic),94.24,,No
CUST02869,Male,0,Yes,Yes,38,Yes,No,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,94.24,8,No
